"Tract","pop_non_hispanic_black","vehicle_none","family_type_single","family_type_female_householder","over_25_less_than_hs_graduate","below_poverty_line","public_assistance","over_16_unemployed","housing_rental","males_occ_professional","males_occ_management","fem_occ_professional","fem_occ_management","num_occupants_crowded","phone_service"
"37119003103",298,48,122,104,208,0,33,169,1905,277,0,137,0,91261,3653763
"37119003105",107,63,165,154,50,0,0,39,520,218,11,68,0,91261,3653763
"37119003106",411,42,200,139,272,153,0,125,1652,25,9,36,6,91261,3653763
"37119003108",929,216,372,349,276,57,25,177,1820,33,0,23,0,91261,3653763
"37119003109",1576,288,567,403,615,172,24,285,4000,88,0,11,0,91261,3653763
"37119003201",157,130,227,115,421,0,12,184,1343,57,0,22,0,91261,3653763
"37119003203",780,149,398,286,92,0,62,231,2164,32,0,39,0,91261,3653763
"37119003204",257,68,87,50,89,0,54,114,1196,92,0,52,0,91261,3653763
"37119003300",837,97,216,159,97,0,13,116,2103,48,15,124,0,91261,3653763
"37119003400",28,0,70,56,103,0,14,13,1279,214,0,117,0,91261,3653763
"37119003500",77,30,40,27,41,0,7,17,865,149,9,28,0,91261,3653763
"37119003600",2606,316,448,357,614,0,55,298,2259,68,0,8,0,91261,3653763
"37119003700",1868,476,406,371,395,0,122,223,2684,110,0,14,0,91261,3653763
"37119003802",2881,279,463,423,703,42,20,312,1765,0,0,16,0,91261,3653763
"37119003805",309,117,59,44,38,0,0,81,1525,246,0,29,0,91261,3653763
"37119003806",4143,256,783,574,1451,102,4,874,5002,118,0,68,0,91261,3653763
"37119003807",2330,205,479,346,1031,393,40,311,2990,23,0,7,0,91261,3653763
"37119003808",1787,154,735,483,1469,379,85,498,5680,67,0,12,0,91261,3653763
"37119003902",4330,476,854,698,945,4,93,446,3317,0,0,26,0,91261,3653763
"37119003903",1283,223,310,272,413,86,37,189,1514,7,0,0,0,91261,3653763
"37119004000",3004,372,737,542,913,0,7,644,2050,6,0,0,0,91261,3653763
"37119004100",1764,389,350,321,500,104,32,291,2029,84,11,50,0,91261,3653763
"37119004200",2829,340,367,328,733,0,137,386,2466,26,0,0,0,91261,3653763
"37119004302",2750,329,608,409,668,0,142,504,2650,8,0,0,0,91261,3653763
"37119004303",1234,17,314,273,207,4,17,126,863,7,0,0,0,91261,3653763
"37119004304",2123,95,493,407,465,132,26,372,1882,36,0,0,0,91261,3653763
"37119004305",3174,370,579,481,802,43,12,423,3478,89,0,20,0,91261,3653763
"37119004400",3643,84,644,549,683,10,107,316,1879,7,0,23,0,91261,3653763
"37119004500",2399,302,463,400,447,0,87,363,2151,19,0,45,0,91261,3653763
"37119004600",3051,312,504,462,448,0,154,263,1991,0,0,0,0,91261,3653763
"37119004700",1494,125,181,166,308,0,44,227,808,0,0,12,0,91261,3653763
"37119004800",3062,337,483,357,494,0,53,156,1855,38,0,0,0,91261,3653763
"37119004900",618,35,98,98,231,0,4,70,175,0,0,0,0,91261,3653763
"37119005000",1431,156,269,221,157,0,32,306,922,0,0,0,0,91261,3653763
"37119005100",2184,345,349,293,376,0,18,295,1231,0,0,5,0,91261,3653763
"37119005200",2360,214,352,277,495,0,52,347,1649,0,0,0,0,91261,3653763
"37119005301",1938,244,508,302,605,366,37,391,2741,53,0,30,0,91261,3653763
"37119005305",3953,234,502,403,897,0,71,459,2316,51,0,34,0,91261,3653763
"37119005306",1522,146,265,167,357,49,5,220,1366,37,0,0,0,91261,3653763
"37119005307",2017,132,459,388,412,69,42,198,2538,0,0,0,0,91261,3653763
"37119005308",1254,167,461,284,882,237,33,295,3116,0,0,0,0,91261,3653763
"37119005401",5908,534,1111,833,731,0,65,668,3183,88,0,0,0,91261,3653763
"37119005403",2282,104,479,358,420,0,16,376,1557,0,0,9,0,91261,3653763
"37119005404",3554,143,680,601,618,1,30,534,2121,30,0,75,0,91261,3653763
"37119005508",1233,18,236,138,128,0,28,192,731,62,0,46,0,91261,3653763
"37119005509",1915,0,458,369,329,0,30,153,1075,77,0,62,0,91261,3653763
"37119005510",3342,125,602,485,532,7,12,429,2548,48,0,32,0,91261,3653763
"37119005511",2226,23,464,384,87,26,0,283,3198,111,0,54,19,91261,3653763
"37119005512",3134,58,370,310,215,18,39,319,1128,0,0,26,0,91261,3653763
"37119005513",1483,130,196,182,34,0,0,244,860,77,0,59,0,91261,3653763
"37119005514",2682,140,445,380,30,0,0,367,2766,294,0,64,0,91261,3653763
"37119005515",421,40,173,146,101,27,0,184,371,38,0,15,0,91261,3653763
"37119005516",202,33,20,20,9,1,0,56,246,45,0,10,0,91261,3653763
"37119005517",1659,21,348,318,69,0,17,205,1214,110,0,105,6,91261,3653763
"37119005518",1670,21,196,138,111,0,0,273,1726,85,0,72,0,91261,3653763
"37119005519",1618,39,332,305,127,0,9,197,1299,110,36,40,0,91261,3653763
"37119005520",1884,21,186,150,93,0,7,103,1508,48,0,25,0,91261,3653763
"37119005521",3468,153,567,377,113,56,31,354,3741,71,0,84,0,91261,3653763
"37119005522",2307,91,361,172,17,0,9,190,3134,301,0,36,0,91261,3653763
"37119005523",1131,111,180,67,129,0,17,202,4271,201,0,183,0,91261,3653763
"37119005524",4927,100,940,779,396,0,146,303,4312,152,0,76,0,91261,3653763
"37119005604",1392,44,72,61,53,15,0,759,1437,10,0,7,0,91261,3653763
"37119005605",2290,104,393,332,237,14,49,543,3809,17,0,34,0,91261,3653763
"37119005609",1260,74,228,160,83,118,0,348,3649,0,0,0,0,91261,3653763
"37119005610",1841,125,361,283,295,49,33,606,2211,3,0,44,0,91261,3653763
"37119005611",1219,7,240,190,232,38,24,205,865,7,0,37,0,91261,3653763
"37119005612",2026,20,324,168,191,15,27,160,797,51,0,39,0,91261,3653763
"37119005613",1224,23,168,91,164,0,0,207,957,4,0,17,0,91261,3653763
"37119005614",3498,0,491,446,158,0,14,323,1328,160,0,104,0,91261,3653763
"37119005615",568,6,49,42,109,8,12,148,89,25,0,33,0,91261,3653763
"37119005616",727,15,105,91,259,38,0,183,361,22,0,8,0,91261,3653763
"37119005617",981,0,251,164,169,128,25,81,531,5,0,99,6,91261,3653763
"37119005618",1526,0,248,158,206,0,31,169,237,62,0,53,0,91261,3653763
"37119005619",1992,0,313,210,180,5,9,229,794,19,0,24,0,91261,3653763
"37119005620",3008,97,513,344,532,54,20,320,1290,97,0,14,0,91261,3653763
"37119005621",1300,18,250,155,69,176,4,126,734,85,0,9,0,91261,3653763
"37119005706",675,48,306,122,603,0,23,215,1135,45,0,32,14,91261,3653763
"37119005709",489,25,202,119,217,0,57,162,357,54,8,16,0,91261,3653763
"37119005710",1737,34,597,410,294,65,183,207,2396,77,0,4,0,91261,3653763
"37119005711",718,76,255,151,371,0,20,183,754,87,0,64,19,91261,3653763
"37119005712",332,32,172,120,240,0,0,113,689,40,0,98,0,91261,3653763
"37119005713",96,56,28,14,170,0,0,70,350,81,0,14,0,91261,3653763
"37119005714",609,29,130,57,78,0,23,255,437,146,0,61,0,91261,3653763
"37119005715",50,48,134,102,150,0,51,70,490,19,0,10,0,91261,3653763
"37119005716",1383,27,406,368,407,147,76,292,955,15,0,41,0,91261,3653763
"37119005717",2118,82,696,526,248,75,40,195,2558,31,0,74,13,91261,3653763
"37119005811",341,99,260,201,92,0,32,220,544,82,0,55,10,91261,3653763
"37119005812",1238,159,581,475,308,63,132,416,4709,127,13,102,0,91261,3653763
"37119005815",370,17,167,103,56,10,20,129,767,197,0,45,0,91261,3653763
"37119005816",312,17,118,70,33,0,20,128,732,135,10,65,0,91261,3653763
"37119005817",135,26,191,155,77,0,10,152,406,79,0,72,0,91261,3653763
"37119005823",479,104,211,188,130,0,28,244,437,216,58,129,14,91261,3653763
"37119005824",1530,71,408,343,622,45,14,430,2139,22,0,0,0,91261,3653763
"37119005825",921,359,608,387,589,181,9,346,2940,34,0,18,0,91261,3653763
"37119005826",305,19,181,95,108,88,28,432,670,48,0,20,0,91261,3653763
"37119005827",1535,29,418,365,129,0,25,202,1889,21,0,48,0,91261,3653763
"37119005828",114,18,117,94,61,0,61,123,507,203,0,42,0,91261,3653763
"37119005829",517,171,154,121,101,20,0,51,2122,0,0,0,0,91261,3653763
"37119005830",212,9,189,140,154,6,0,137,658,28,0,28,8,91261,3653763
"37119005831",805,78,237,237,68,0,12,181,2926,101,0,16,0,91261,3653763
"37119005832",161,40,69,68,6,0,15,155,704,109,0,4,6,91261,3653763
"37119005833",179,192,85,69,141,0,21,191,621,171,0,54,0,91261,3653763
"37119005834",574,49,318,216,145,5,40,304,994,152,0,13,0,91261,3653763
"37119005835",69,0,64,57,65,0,0,123,213,93,19,40,0,91261,3653763
"37119005836",424,16,200,127,481,0,55,232,762,96,0,67,0,91261,3653763
"37119005837",287,8,253,109,61,13,14,285,2255,202,0,110,0,91261,3653763
"37119005838",729,22,319,246,48,0,7,225,1304,322,36,135,0,91261,3653763
"37119005839",124,37,101,83,74,0,0,88,1197,29,0,62,0,91261,3653763
"37119005840",100,23,82,82,36,0,6,19,709,72,0,26,0,91261,3653763
"37119005841",309,61,320,194,47,0,51,300,1950,111,30,91,0,91261,3653763
"37119005842",382,35,280,195,134,0,12,153,1156,218,0,71,0,91261,3653763
"37119005843",112,40,161,116,62,0,0,24,504,94,0,21,0,91261,3653763
"37119005844",321,0,307,233,51,0,0,165,1147,196,0,83,0,91261,3653763
"37119005845",226,0,252,194,95,20,15,114,1323,129,9,94,9,91261,3653763
"37119005846",80,23,99,62,24,0,0,120,148,148,0,67,0,91261,3653763
"37119005847",209,20,176,168,42,0,14,128,792,139,0,31,0,91261,3653763
"37119005848",379,6,160,126,74,0,0,285,46,206,0,75,0,91261,3653763
"37119005906",725,62,360,241,495,179,42,284,1003,65,0,14,0,91261,3653763
"37119005907",1250,8,225,225,227,0,41,183,621,110,0,85,15,91261,3653763
"37119005908",239,0,36,4,30,0,0,49,152,27,0,0,0,91261,3653763
"37119005909",2439,92,567,486,484,93,13,429,2534,112,0,138,0,91261,3653763
"37119005910",1666,121,231,141,298,0,61,212,2134,145,0,77,0,91261,3653763
"37119005911",1200,31,268,134,263,0,55,289,782,133,7,26,6,91261,3653763
"37119005912",1893,112,316,310,327,65,14,208,1345,122,0,65,18,91261,3653763
"37119005913",2001,48,587,463,745,0,12,590,2133,83,0,49,0,91261,3653763
"37119005914",1800,55,604,577,132,0,29,443,2070,77,0,51,0,91261,3653763
"37119005915",585,52,115,108,11,0,2,105,1525,123,0,14,0,91261,3653763
"37119005916",1042,67,373,271,136,0,0,205,1725,0,0,34,0,91261,3653763
"37119005917",1738,39,470,410,168,0,29,309,1955,136,0,37,0,91261,3653763
"37119005918",876,19,180,157,127,110,10,287,721,65,0,23,25,91261,3653763
"37119006005",1213,75,141,124,281,144,21,132,601,0,0,11,0,91261,3653763
"37119006006",2347,74,643,466,1254,0,0,599,1251,72,0,19,0,91261,3653763
"37119006007",2961,12,549,395,323,0,23,282,1087,174,0,54,14,91261,3653763
"37119006008",1256,10,202,196,246,0,16,152,572,74,0,18,14,91261,3653763
"37119006009",1223,6,254,220,101,0,26,194,995,18,0,87,0,91261,3653763
"37119006010",3093,132,510,365,471,11,56,418,1423,39,0,13,0,91261,3653763
"37119006103",1053,53,255,209,167,0,44,182,1051,71,0,44,0,91261,3653763
"37119006104",4865,74,988,719,445,0,143,511,2276,176,0,27,0,91261,3653763
"37119006105",1304,24,304,200,193,0,64,288,825,6,0,91,0,91261,3653763
"37119006106",1299,9,314,230,58,0,14,167,960,35,0,40,0,91261,3653763
"37119006107",1375,37,262,191,209,160,20,299,1480,134,0,96,10,91261,3653763
"37119006108",2597,0,309,275,428,13,9,296,1300,34,0,37,0,91261,3653763
"37119006109",3879,36,435,374,580,34,82,263,967,0,0,47,0,91261,3653763
"37119006203",101,46,168,121,46,0,0,240,1386,239,15,38,0,91261,3653763
"37119006204",74,107,342,265,113,0,29,250,1645,279,28,231,17,91261,3653763
"37119006208",283,6,275,175,71,0,22,70,1587,42,0,14,0,91261,3653763
"37119006209",521,87,206,183,187,0,13,209,2595,113,0,93,0,91261,3653763
"37119006210",293,39,129,94,93,0,16,116,864,129,0,90,10,91261,3653763
"37119006211",376,13,96,27,25,0,32,163,560,184,53,58,0,91261,3653763
"37119006212",312,30,124,101,17,0,17,119,1176,115,0,44,0,91261,3653763
"37119006213",471,19,121,65,47,23,0,129,955,96,0,106,0,91261,3653763
"37119006214",509,22,301,188,12,0,0,290,476,125,0,8,0,91261,3653763
"37119006215",657,86,306,256,552,44,32,346,1349,6,0,44,11,91261,3653763
"37119006302",1115,64,214,197,448,0,16,225,1263,138,0,58,9,91261,3653763
"37119006303",249,13,271,166,99,0,27,193,1229,127,11,24,25,91261,3653763
"37119006304",196,0,227,187,360,0,14,106,999,131,0,96,0,91261,3653763
"37119006403",1089,38,300,262,99,1,11,326,1243,57,0,49,0,91261,3653763
"37119006404",112,8,131,93,20,0,22,113,334,241,9,22,0,91261,3653763
"37119006405",140,112,141,141,70,22,20,54,1276,51,0,58,0,91261,3653763
"37119006406",460,125,556,393,477,0,69,317,2408,172,0,131,0,91261,3653763
"37119006407",207,25,187,83,145,0,0,162,568,69,0,23,7,91261,3653763
"37119980100",0,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37119980200",0,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37119980300",0,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37173940100",45,142,485,350,541,0,6,171,1060,0,0,0,0,91261,3653763
"37173960200",330,91,168,116,387,0,17,109,1226,4,0,0,0,91261,3653763
"37173960301",10,75,183,127,360,4,18,100,808,10,0,9,0,91261,3653763
"37173960302",0,0,153,92,480,0,63,161,437,31,0,23,0,91261,3653763
"37173980200",0,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37023020100",352,125,385,279,799,293,72,163,1115,0,0,10,0,91261,3653763
"37023020201",299,168,175,153,641,0,42,122,823,29,0,8,0,91261,3653763
"37023020202",321,101,390,328,431,0,19,201,771,11,0,38,0,91261,3653763
"37023020301",779,115,339,245,811,0,52,231,794,13,0,0,12,91261,3653763
"37023020302",76,146,405,215,980,0,54,565,1572,64,0,33,0,91261,3653763
"37023020500",442,192,315,242,210,85,69,204,873,19,0,9,0,91261,3653763
"37023020600",720,276,712,495,1116,482,49,159,3242,12,0,0,0,91261,3653763
"37023020801",381,166,465,348,618,37,24,257,1560,3,0,18,0,91261,3653763
"37023020802",44,111,137,100,412,0,0,234,694,28,0,0,0,91261,3653763
"37023020900",270,165,414,236,803,0,32,410,1684,17,0,36,0,91261,3653763
"37023021000",20,66,438,318,951,18,52,443,1682,60,0,17,3,91261,3653763
"37023021100",83,115,615,429,1086,0,116,661,2335,29,0,37,0,91261,3653763
"37023021201",104,74,248,236,625,14,74,249,919,13,0,10,0,91261,3653763
"37023021202",2,88,256,143,1215,132,33,292,1163,5,0,9,9,91261,3653763
"37023021203",100,55,383,296,749,0,66,241,1058,0,0,31,0,91261,3653763
"37023021301",932,101,320,222,1016,175,35,452,1079,27,0,0,0,91261,3653763
"37023021302",0,134,198,143,632,0,39,297,908,0,0,11,0,91261,3653763
"37023021400",713,226,363,304,1005,76,46,365,2405,23,0,16,0,91261,3653763
