"","Tract","1,3-BUTADIENE","ACETALDEHYDE","BENZENE","CARBON TETRACHLORIDE","DIESEL PM","ETHYLBENZENE","FORMALDEHYDE","HEXANE","LEAD COMPOUNDS","MANGANESE COMPOUNDS","MERCURY COMPOUNDS","METHANOL","METHYL CHLORIDE (CHLOROMETHANE)","NICKEL COMPOUNDS","TOLUENE","XYLENES (MIXED ISOMERS)"
"30",37001021702,-3.63852816144472,0.393757164461103,-0.885598051225477,-0.62925826355696,-1.08938963002891,-2.11042756283434,0.541852610369065,-1.74797053937969,-7.35559037522843,-7.09032545049817,-6.37524121776644,0.388552552097832,0.155222924767136,-8.54357639688878,0.00618507370146085,-0.810854791533342
"31",37001021703,-3.72858169912107,0.394222091097884,-0.910872512764794,-0.629324794410834,-1.01698111874592,-2.15970440614477,0.535550990497013,-1.80904416418974,-6.73645326637709,-7.1458324431951,-6.38140873075257,0.364996553551202,0.147669197470669,-8.30381903554419,-0.0623339717113411,-0.881708340469118
"32",37001021801,-4.28272638673485,0.387143460807139,-1.19267115864932,-0.6290744990338,-1.54529127526052,-2.62885944837155,0.484824034770587,-2.23311138824594,-7.63876184546589,-7.14963365781093,-6.44506590820211,0.287151760586297,0.0974433121498537,-8.59407272198444,-0.509171681166764,-1.39828150458707
"33",37001021802,-4.38436802887924,0.416393160637663,-1.25927613588139,-0.628120950121892,-1.65396205405605,-2.74077972939845,0.49286760461114,-2.32843862045039,-7.96408160832159,-6.9031811769055,-6.49548121716822,0.340515942952323,-0.00497182908447985,-8.40710767158788,-0.617993766082107,-1.50703685201963
"34",37001021803,-4.45400529393497,0.391715215081938,-1.27662799516432,-0.62935901067798,-1.70569886057543,-2.82229794290748,0.485313785075884,-2.39892509234054,-7.92427369705042,-6.78895495540084,-6.47010066820707,0.265823349007373,0.0573495800109762,-8.56079953886026,-0.70196165683895,-1.63971539275178
"35",37001021901,-4.25832634849094,0.427939503287038,-1.15345050675656,-0.627798182884731,-1.46908390001918,-2.59207285647173,0.503565377136524,-2.18588551642309,-7.82736974283887,-6.91900335925934,-6.38909576601076,0.376333009247116,0.173715270391582,-8.47913061142881,-0.457220864920242,-1.32565224441273
"36",37001021902,-4.53563799593288,0.42175969071888,-1.30341325540865,-0.627588423914655,-1.69262200066426,-2.82160811176654,0.49251329877794,-2.41576297253041,-8.02270907604077,-6.97496504445364,-6.47016065245557,0.268844337446776,0.216463811442795,-8.61234704658989,-0.727731699158933,-1.67256093830595
"37",37001022001,-4.1151890190086,0.426064509307461,-1.08957732965182,-0.627475359287137,-1.40908012942394,-2.5017670007863,0.51694869480286,-2.08804469354881,-7.37761199182062,-7.04616183259028,-6.34800542689086,0.330375738110308,-0.00687190756409618,-8.56499074025881,-0.333005482286376,-1.14518278070749
"38",37001022002,-4.27971200857236,0.43268495322184,-1.19629199673178,-0.627411315712032,-1.56590482680469,-2.57958667398124,0.510960900222518,-2.1940570750534,-7.23659298768972,-7.15428337707979,-6.38387095540067,0.288058269755701,0.58040614015585,-8.71888785997606,-0.502079852291382,-1.38825447780206
"39",3.7003e+10,-4.27995705850335,0.264126591646799,-1.21624328768804,-0.648406844867967,-1.74397032166731,-2.66101284340217,0.432897516386203,-2.32660704322758,-8.18038236026391,-7.12684599538421,-6.45843866391806,0.221114698009691,0.0911797072016555,-8.7676896521681,-0.449018775094603,-1.43183474433076
"40",37003040100,-4.74475520776462,0.214508557795085,-1.37884260733012,-0.648048369822108,-1.95764117227322,-2.98550133930136,0.384832005782639,-2.62584622569742,-8.27839045167178,-7.2199979931495,-6.47953624021603,0.170274623172753,0.0754944755135508,-8.86536690131893,-0.789064911526107,-1.82943192313748
"41",37003040200,-4.67729380759137,0.207767972032977,-1.39894040067708,-0.651944882428277,-1.98222165388479,-2.97357398829407,0.375705097578457,-2.62558978898669,-8.37920036953406,-7.33059562358577,-6.53212360581029,0.132707430410872,0.0293368261503641,-8.93863424276929,-0.774893323190352,-1.81283869578043
"42",37003040300,-4.31244276772582,0.263792981365273,-1.23563586604937,-0.649276336811521,-1.80186093263461,-2.69803649745516,0.426512405200373,-2.36146429438708,-8.23455396401096,-7.15867368935991,-6.43338121152977,0.203570269785079,0.1483069728683,-8.71826907351096,-0.472161482777958,-1.47769949260006
"43",37003040400,-4.20105887451587,0.272054341731813,-1.17076674523805,-0.647328254913032,-1.6391703067548,-2.59355588817097,0.440228075297612,-2.25082242642385,-8.1475155190423,-7.09458651973224,-6.44559942248358,0.226548663174955,0.0874693479382573,-8.90619232531606,-0.388981263501599,-1.34230326053315
"44",37003040500,-4.34255714862099,0.292824088448933,-1.21735497718154,-0.641646799206381,-1.75460643632205,-2.68068525068209,0.465448348176627,-2.33802792711137,-8.10218368632006,-7.09781533096343,-6.44120699319074,0.242485976890683,0.127978546571476,-8.61724542375024,-0.473336949951571,-1.44917129939781
"45",37003040600,-4.06008647505275,0.30674976151171,-1.12518618396911,-0.645396227612064,-1.67280619689965,-2.50838236531304,0.471255860295815,-2.16573240143164,-8.08151968627368,-7.0739605510523,-6.42999831156959,0.281023160350373,0.129615668674271,-8.50156707065301,-0.316162169290586,-1.24463291125625
"46",37003040700,-3.87812593147916,0.355867566066917,-1.0766244647717,-0.645438561621188,-1.66777842362796,-2.39089723237202,0.498531405265519,-2.09178916543119,-8.18049357350525,-7.12016941526057,-6.49273136748276,0.292916542279484,0.0931937417284551,-8.79842185464598,-0.135952867859278,-1.12478024685077
"47",3.7005e+10,-5.40560399133524,-0.156594766475139,-1.64017972761896,-0.689230202963476,-2.31899001736225,-3.69374237731836,0.0992552234154041,-3.2228158165272,-8.59490758619678,-7.80444986731024,-6.51252003694913,-0.0478485528041807,0.00129651266128412,-8.98390015100569,-1.4646283485803,-2.66267753615314
"48",37005950100,-5.28772525910327,-0.122205529517093,-1.60799945111583,-0.682282016611041,-2.31824669816967,-3.64868065559598,0.142718825822491,-3.16222681368231,-8.6761083517095,-7.86679056741931,-6.49434782563232,-0.0107484929427991,0.0399512251105908,-8.99847008499788,-1.40518669865314,-2.59834475699176
"49",37005950200,-5.42604394671487,-0.175928358499385,-1.59778160091065,-0.692640201495552,-2.2243600454951,-3.69180344721826,0.0890784596439697,-3.22678880810418,-8.56366086889699,-7.81373658631666,-6.4412282994102,-0.0604890909449083,0.0182844558490354,-9.00144417147195,-1.46015520360343,-2.67210877311462
"50",37005950300,-5.53916421813822,-0.189471359639106,-1.67799433089482,-0.694438194359751,-2.41971398514895,-3.76009431553598,0.069932123991185,-3.27965333043326,-8.60283145337813,-7.77532357326597,-6.50653632370153,-0.0790295747493944,0.0165376068347577,-9.05349991342072,-1.54544186872331,-2.74488816196576
"51",3.7007e+10,-4.47707011221474,0.597042141553708,-1.30539652225666,-0.62088177200657,-1.65563074937087,-2.95230305227877,0.599359018648283,-2.29387350926942,-8.0203199895427,-6.56403035322495,-6.43153896673978,0.383701909480767,0.116857218062232,-8.59550101479137,-0.797858935672449,-1.8392136317062
"52",37007920100,-4.53662199962558,0.620831621519801,-1.36958579431955,-0.623223041743719,-1.79964601604002,-3.1204087029989,0.618052102278001,-2.42019100205077,-8.05882048677432,-6.70478343212726,-6.43026321356851,0.370466617704778,0.132592687178392,-8.54650392874843,-0.923926179101576,-2.02461550816988
"53",37007920200,-4.54158628504292,0.612716103707111,-1.35066199396321,-0.622577396546682,-1.80066573213593,-2.99108404333386,0.61612437364375,-2.40471586134973,-8.10142043016351,-6.37416907143694,-6.44937393383726,0.367846526690827,0.100555607553291,-8.59512901267618,-0.846110520517583,-1.89253431827827
"54",37007920300,-4.53132762150901,0.562358128303312,-1.33272318665417,-0.62533977455295,-1.7195202509388,-2.89398878149632,0.591145064171954,-2.32406763497107,-8.05615694800994,-6.47520592512571,-6.46214171705134,0.367619844835187,0.17086147350457,-8.6698851650562,-0.765718461829362,-1.78919804865638
"55",37007920400,-4.43005470487071,0.610006344507776,-1.29518667992852,-0.623853215552864,-1.65517779818805,-2.984262772472,0.619119271727224,-2.3021647460522,-7.33852701821398,-6.48924887292259,-6.3556013217327,0.381875839731308,0.204982236487493,-8.54541303752476,-0.816996414931336,-1.88086879268557
"56",37007920500,-4.43106573650572,0.599346653186244,-1.28585624423304,-0.624600570552838,-1.60568652837942,-2.94198590406693,0.610024856525397,-2.26847744623741,-8.15824617259561,-6.69964300267293,-6.39951508788869,0.382856396846359,0.122239349302602,-8.67881737014642,-0.786189377532756,-1.82622206192679
"57",37007920600,-4.63156205467169,0.590754042700818,-1.41016543155945,-0.62530277319085,-1.88208442930485,-3.16244241888016,0.580922668334216,-2.3630163104768,-8.13677997793251,-6.70396402400168,-6.50653324278529,0.371480960469806,0.113958986625386,-8.62462473517303,-0.967388593675687,-2.06648616661697
"58",3.7009e+10,-5.16079804298298,-0.257101748457658,-1.62400140236676,-0.708107035347515,-2.32958687418456,-3.62602907194077,0.0571584406805166,-3.20611489051298,-8.51412917635831,-7.57823839046044,-6.48307373547561,-0.0909531446384819,0.0481518462691869,-8.72244131234138,-1.45960221100971,-2.54093345883088
"59",37009970200,-5.45741077690036,-0.302577650234922,-1.73020260613064,-0.711441212170638,-2.46879628935102,-3.83780018386987,0.0164659105256232,-3.37931383832728,-8.91173176462043,-7.7828384626714,-6.55116671287386,-0.12479792416784,-0.0278363337325249,-9.05569320370543,-1.64668069607228,-2.8049411824051
"60",37009970300,-5.41306497421581,-0.30258563592019,-1.68844568213408,-0.714154504290367,-2.47803884126652,-3.7992032669921,0.0216645132436298,-3.36275045156139,-8.60482341567052,-7.94324816162944,-6.46949452806792,-0.120278674210835,0.157419281182078,-9.12942268508555,-1.61054486914467,-2.76168779936933
"61",37009970400,-5.01875522649922,-0.276317274864152,-1.64574771446305,-0.71185604984196,-2.33601906090061,-3.6241949095883,0.0544944543837371,-3.19991926001429,-8.91433924650152,-8.02178338115138,-6.55681681321751,-0.103311189295603,0.0139122926988929,-9.73077126062079,-1.46808515342679,-2.50648959245755
"62",37009970500,-5.05146898071611,-0.25075078899252,-1.529771233589,-0.705754106656512,-2.21900121651245,-3.55851544051755,0.055791531109021,-3.13130209940112,-7.69275020748778,-7.46429470114445,-6.36572450041333,-0.0913459529051111,0.142113045929114,-8.26952161159146,-1.37898137268204,-2.46169604190724
"63",37009970700,-5.2958335591531,-0.252244826644406,-1.7079682413479,-0.707371692946994,-2.45418422517712,-3.66900495618483,0.0715016641532382,-3.30043896067786,-8.84424563195237,-8.06179825093421,-6.55460794775929,-0.0765010705308286,-0.0358617129164191,-9.32788729113526,-1.51924791491971,-2.60221801485895
"64",37009970800,-5.36090686772623,-0.214437471101108,-1.66424687797866,-0.698739225941638,-2.43466988673317,-3.69021789262327,0.057092155522137,-3.24555273524465,-8.51476771526312,-7.72595787655207,-6.51712531548716,-0.0870004715218219,-0.0173457209638685,-8.9040776155558,-1.50494019636581,-2.63752490893183
"65",3.7011e+10,-5.43392683921056,-0.308216590997038,-1.72453521129379,-0.718822572351695,-2.35946454882181,-3.65347813554169,0.0419207450639343,-3.32175154632871,-8.55539227728124,-7.82291953669661,-6.52181461884845,-0.0878579297174766,0.0277644636426409,-9.12487911707942,-1.52926060534568,-2.62365794833316
"66",37011930100,-5.35506706702855,-0.300034030507041,-1.7112960041235,-0.714831133155298,-2.43496604536594,-3.62141596879536,0.0391150415644663,-3.30448273954055,-8.69976965689665,-7.94940091737909,-6.55438292930916,-0.0864009621670344,-0.03007310677345,-9.18118004630035,-1.52012303946543,-2.56795447671673
"67",37011930200,-5.29448914076396,-0.269558496068408,-1.69667236963518,-0.710212568699683,-2.412454836509,-3.60176540324112,0.0688571889726288,-3.27571615316743,-8.82195841553234,-7.77705230062536,-6.51959311378597,-0.0704174732145807,0.0340750932831321,-9.14690183012532,-1.48324320275746,-2.5626316894362
"68",37011930301,-5.58989834667176,-0.359319521553546,-1.76169431293352,-0.728509096393303,-2.39033039949512,-3.75761130876875,0.0126150946528928,-3.39872820558797,-9.16337375326511,-7.88513791268259,-6.5238674524179,-0.112839617096359,0.0105611541636106,-9.14858605344861,-1.60474790100662,-2.7307784824527
